client_id,client_wise_id,status,filter_applied,message,occurred_at
7050168,15,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:07:38
7050168,15,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:07:40
7050168,15,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:07:41
7054179,114,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:07:39
7054179,114,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:07:41
7054179,114,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:07:43
7054075,115,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:07:58
7054075,115,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:08:00
7054075,115,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:08:02
7043350,193,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:08:13
7043350,193,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:08:15
7043350,193,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:08:17
7042605,55,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:08:12
7054182,116,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:08:21
7054182,116,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:08:23
7054182,116,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:08:25
7050982,117,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:08:41
7050982,117,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:08:43
7050982,117,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:08:44
7044103,194,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:08:46
7030296,18,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:09:03
7030296,18,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:09:04
7030296,18,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:09:06
7030030,195,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:09:17
7042257,19,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:09:29
7042257,19,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:09:33
7500042,230,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:09:35
7033115,196,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:09:33
7033115,196,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:09:35
7033115,196,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:09:37
7053534,121,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:10:28
7032946,21,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:10:36
7033960,198,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:10:33
7042489,122,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:10:57
7029481,199,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:10:55
7029481,199,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:10:57
7029481,199,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:10:59
7042407,200,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:11:14
7042407,200,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:11:16
7042407,200,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:11:18
7035931,201,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:11:34
7035931,201,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:11:36
7035931,201,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:11:38
7009020,124,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:11:47
7009020,124,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:11:49
7009020,124,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:11:51
7008672,236,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:11:39
7042325,24,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:12:09
7017335,125,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:12:09
7017335,125,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:12:10
7017335,125,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:12:12
7017553,126,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:12:28
7017553,126,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:12:30
7017553,126,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:12:31
7050815,203,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:12:35
7050815,203,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:12:52
7034181,25,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:12:54
7025055,128,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:13:36
7025055,128,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:13:37
7025055,128,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:13:39
7043008,129,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:13:56
7043008,129,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:13:58
7043008,129,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:14:00
7043111,130,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:14:31
7053536,246,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:14:52
7037963,31,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:16:14
7038507,32,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:16:42
7014402,204,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:16:51
7043148,131,metrics_not_found,None,"[LEAD VIEW] NPF summary API response not captured for ""None""",15-04-2026 18:15:46
7043148,131,metrics_not_found,Form Initiated,"[LEAD VIEW] NPF summary API response not captured for ""Form Initiated""",15-04-2026 18:16:19
7043148,131,metrics_not_found,Paid Apps,"[LEAD VIEW] NPF summary API response not captured for ""Paid Apps""",15-04-2026 18:16:53
7043148,131,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:16:57
7051255,206,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:17:38
7051255,206,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:17:40
7051255,206,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:17:42
7053041,207,filter_not_found,Form Initiated,"Checkbox #u_form_initiated not visible for ""Form Initiated""",15-04-2026 18:17:58
7053041,207,filter_not_found,Paid Apps,"Checkbox #u_payment_approved not visible for ""Paid Applications""",15-04-2026 18:18:00
7053041,207,filter_not_found,Enrolment Status,"Checkbox #u_enrollment_status not visible for ""Enrolment Status""",15-04-2026 18:18:02
