client_id,client_wise_id,status,filter_applied,message,occurred_at
7050168,15,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 13:35:12
7030296,18,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 13:35:49
7042257,19,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:36:36
7032946,21,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 13:37:22
7042325,24,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:38:13
7034181,25,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:39:03
7037963,31,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:39:51
7038507,32,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:40:40
7050096,38,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:41:26
7051156,39,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:42:14
7042543,41,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:43:03
7004093,42,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:43:51
7004254,43,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:44:40
7004326,44,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:45:27
7005328,46,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 13:46:05
7042563,47,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 13:46:44
7004602,49,warning_retry_success,N/A,Retry success,16-04-2026 13:47:35
7051258,50,warning_retry_success,N/A,Retry success,16-04-2026 13:48:26
7050366,52,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 13:49:19
7050952,53,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps,16-04-2026 14:04:59
7005955,58,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:05:37
7004685,59,warning_retry_failed,N/A,Retry completed with warnings: [metrics_not_found] None | [filter_not_found] Enrolment Status,16-04-2026 14:22:23
7042589,60,warning_retry_failed,N/A,Retry completed with warnings: [metrics_not_found] None | [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:24:04
7050185,63,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:24:52
7050804,64,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Enrolment Status,16-04-2026 14:26:04
7050097,67,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:26:52
7006265,68,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:27:38
7008395,69,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:28:27
7050123,70,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:29:15
7051154,72,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:30:03
7051158,75,warning_retry_failed,N/A,Retry completed with warnings: [metrics_not_found] None | [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:31:43
7050147,76,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:32:32
7011593,77,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:33:18
7011635,78,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:34:06
7014736,79,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:34:54
7050090,81,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:35:38
7050671,82,warning_retry_success,N/A,Retry success,16-04-2026 14:36:28
7042774,84,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:37:16
7042805,85,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:38:02
7005641,86,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:38:49
7016350,87,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:40:05
7042884,88,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:40:53
7050088,89,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:41:40
7042997,92,warning_retry_success,N/A,Retry success,16-04-2026 14:42:32
7050091,93,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:43:21
7052699,96,warning_retry_success,N/A,Retry success,16-04-2026 14:44:14
7043003,98,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:45:00
7045618,100,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:45:49
7043123,102,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:46:38
7043045,104,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:47:24
7050130,105,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:48:11
7043259,109,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:48:59
7019167,111,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:49:47
7004509,113,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:50:33
7054179,114,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:51:11
7054075,115,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:51:49
7054182,116,warning_retry_failed,N/A,Retry completed with warnings: [metrics_not_found] None | [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:53:29
7050982,117,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:54:07
7053534,121,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:54:54
7042489,122,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 14:55:43
7009020,124,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:56:21
7017335,125,warning_retry_failed,N/A,Retry completed with warnings: [metrics_not_found] None | [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:58:00
7017553,126,warning_retry_failed,N/A,Retry completed with warnings: [metrics_not_found] None | [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:59:09
7025055,128,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 14:59:48
7043008,129,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 15:00:27
7043111,130,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 15:01:14
7043148,131,warning_retry_failed,N/A,Retry completed with warnings: [metrics_not_found] None | [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 15:02:50
7042268,132,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 15:03:31
7032533,134,warning_retry_failed,N/A,Retry completed with warnings: [metrics_not_found] None | [metrics_not_found] Form Initiated | [metrics_not_found] Paid Apps | [filter_not_found] Enrolment Status,16-04-2026 15:06:17
7037246,135,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 15:07:03
7050846,138,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 15:07:53
7004951,140,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Enrolment Status,16-04-2026 15:08:41
7050127,142,warning_retry_failed,N/A,Retry completed with warnings: [filter_not_found] Form Initiated | [filter_not_found] Paid Apps,16-04-2026 15:09:22
